folder,image,image_path,pedestrian_pixels,risk_level
DAVID-sim/m1596437/Labels/Video_006,v006_0296.png,DAVID-sim/m1596437/Labels/Video_006/v006_0296.png,3407,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0234.png,DAVID-sim/m1596437/Labels/Video_006/v006_0234.png,1091,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0317.png,DAVID-sim/m1596437/Labels/Video_006/v006_0317.png,2824,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0096.png,DAVID-sim/m1596437/Labels/Video_006/v006_0096.png,851,Low
DAVID-sim/m1596437/Labels/Video_006,v006_0278.png,DAVID-sim/m1596437/Labels/Video_006/v006_0278.png,2467,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0321.png,DAVID-sim/m1596437/Labels/Video_006/v006_0321.png,2702,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0193.png,DAVID-sim/m1596437/Labels/Video_006/v006_0193.png,995,Low
DAVID-sim/m1596437/Labels/Video_006,v006_0313.png,DAVID-sim/m1596437/Labels/Video_006/v006_0313.png,2794,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0128.png,DAVID-sim/m1596437/Labels/Video_006/v006_0128.png,604,Low
DAVID-sim/m1596437/Labels/Video_006,v006_0245.png,DAVID-sim/m1596437/Labels/Video_006/v006_0245.png,888,Low
DAVID-sim/m1596437/Labels/Video_006,v006_0319.png,DAVID-sim/m1596437/Labels/Video_006/v006_0319.png,2814,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0061.png,DAVID-sim/m1596437/Labels/Video_006/v006_0061.png,1545,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0086.png,DAVID-sim/m1596437/Labels/Video_006/v006_0086.png,1311,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0107.png,DAVID-sim/m1596437/Labels/Video_006/v006_0107.png,1203,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0183.png,DAVID-sim/m1596437/Labels/Video_006/v006_0183.png,774,Low
DAVID-sim/m1596437/Labels/Video_006,v006_0158.png,DAVID-sim/m1596437/Labels/Video_006/v006_0158.png,583,Low
DAVID-sim/m1596437/Labels/Video_006,v006_0042.png,DAVID-sim/m1596437/Labels/Video_006/v006_0042.png,1421,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0233.png,DAVID-sim/m1596437/Labels/Video_006/v006_0233.png,1074,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0194.png,DAVID-sim/m1596437/Labels/Video_006/v006_0194.png,865,Low
DAVID-sim/m1596437/Labels/Video_006,v006_0082.png,DAVID-sim/m1596437/Labels/Video_006/v006_0082.png,1342,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0242.png,DAVID-sim/m1596437/Labels/Video_006/v006_0242.png,966,Low
DAVID-sim/m1596437/Labels/Video_006,v006_0344.png,DAVID-sim/m1596437/Labels/Video_006/v006_0344.png,1459,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0027.png,DAVID-sim/m1596437/Labels/Video_006/v006_0027.png,1297,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0263.png,DAVID-sim/m1596437/Labels/Video_006/v006_0263.png,834,Low
DAVID-sim/m1596437/Labels/Video_006,v006_0067.png,DAVID-sim/m1596437/Labels/Video_006/v006_0067.png,1507,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0054.png,DAVID-sim/m1596437/Labels/Video_006/v006_0054.png,1501,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0004.png,DAVID-sim/m1596437/Labels/Video_006/v006_0004.png,1596,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0094.png,DAVID-sim/m1596437/Labels/Video_006/v006_0094.png,908,Low
DAVID-sim/m1596437/Labels/Video_006,v006_0396.png,DAVID-sim/m1596437/Labels/Video_006/v006_0396.png,2956,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0014.png,DAVID-sim/m1596437/Labels/Video_006/v006_0014.png,1529,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0253.png,DAVID-sim/m1596437/Labels/Video_006/v006_0253.png,1035,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0207.png,DAVID-sim/m1596437/Labels/Video_006/v006_0207.png,1077,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0209.png,DAVID-sim/m1596437/Labels/Video_006/v006_0209.png,1098,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0244.png,DAVID-sim/m1596437/Labels/Video_006/v006_0244.png,930,Low
DAVID-sim/m1596437/Labels/Video_006,v006_0367.png,DAVID-sim/m1596437/Labels/Video_006/v006_0367.png,1704,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0083.png,DAVID-sim/m1596437/Labels/Video_006/v006_0083.png,1276,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0312.png,DAVID-sim/m1596437/Labels/Video_006/v006_0312.png,2765,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0100.png,DAVID-sim/m1596437/Labels/Video_006/v006_0100.png,966,Low
DAVID-sim/m1596437/Labels/Video_006,v006_0030.png,DAVID-sim/m1596437/Labels/Video_006/v006_0030.png,1421,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0200.png,DAVID-sim/m1596437/Labels/Video_006/v006_0200.png,618,Low
DAVID-sim/m1596437/Labels/Video_006,v006_0147.png,DAVID-sim/m1596437/Labels/Video_006/v006_0147.png,606,Low
DAVID-sim/m1596437/Labels/Video_006,v006_0349.png,DAVID-sim/m1596437/Labels/Video_006/v006_0349.png,1505,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0013.png,DAVID-sim/m1596437/Labels/Video_006/v006_0013.png,1398,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0351.png,DAVID-sim/m1596437/Labels/Video_006/v006_0351.png,1576,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0335.png,DAVID-sim/m1596437/Labels/Video_006/v006_0335.png,3271,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0303.png,DAVID-sim/m1596437/Labels/Video_006/v006_0303.png,3051,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0262.png,DAVID-sim/m1596437/Labels/Video_006/v006_0262.png,848,Low
DAVID-sim/m1596437/Labels/Video_006,v006_0169.png,DAVID-sim/m1596437/Labels/Video_006/v006_0169.png,518,Low
DAVID-sim/m1596437/Labels/Video_006,v006_0032.png,DAVID-sim/m1596437/Labels/Video_006/v006_0032.png,1271,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0179.png,DAVID-sim/m1596437/Labels/Video_006/v006_0179.png,494,Low
DAVID-sim/m1596437/Labels/Video_006,v006_0029.png,DAVID-sim/m1596437/Labels/Video_006/v006_0029.png,1387,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0177.png,DAVID-sim/m1596437/Labels/Video_006/v006_0177.png,535,Low
DAVID-sim/m1596437/Labels/Video_006,v006_0002.png,DAVID-sim/m1596437/Labels/Video_006/v006_0002.png,1732,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0294.png,DAVID-sim/m1596437/Labels/Video_006/v006_0294.png,3634,Medium
DAVID-sim/m1596437/Labels/Video_006,v006_0126.png,DAVID-sim/m1596437/Labels/Video_006/v006_0126.png,589,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0178.png,DAVID-sim/m1596437/Labels/Video_007/v007_0178.png,1230,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0016.png,DAVID-sim/m1596437/Labels/Video_007/v007_0016.png,743,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0367.png,DAVID-sim/m1596437/Labels/Video_007/v007_0367.png,1219,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0122.png,DAVID-sim/m1596437/Labels/Video_007/v007_0122.png,1654,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0347.png,DAVID-sim/m1596437/Labels/Video_007/v007_0347.png,6948,High
DAVID-sim/m1596437/Labels/Video_007,v007_0400.png,DAVID-sim/m1596437/Labels/Video_007/v007_0400.png,934,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0145.png,DAVID-sim/m1596437/Labels/Video_007/v007_0145.png,1363,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0306.png,DAVID-sim/m1596437/Labels/Video_007/v007_0306.png,1465,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0247.png,DAVID-sim/m1596437/Labels/Video_007/v007_0247.png,1265,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0175.png,DAVID-sim/m1596437/Labels/Video_007/v007_0175.png,1223,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0256.png,DAVID-sim/m1596437/Labels/Video_007/v007_0256.png,1493,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0171.png,DAVID-sim/m1596437/Labels/Video_007/v007_0171.png,1228,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0205.png,DAVID-sim/m1596437/Labels/Video_007/v007_0205.png,1514,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0038.png,DAVID-sim/m1596437/Labels/Video_007/v007_0038.png,609,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0312.png,DAVID-sim/m1596437/Labels/Video_007/v007_0312.png,1410,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0301.png,DAVID-sim/m1596437/Labels/Video_007/v007_0301.png,1422,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0105.png,DAVID-sim/m1596437/Labels/Video_007/v007_0105.png,799,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0399.png,DAVID-sim/m1596437/Labels/Video_007/v007_0399.png,1000,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0378.png,DAVID-sim/m1596437/Labels/Video_007/v007_0378.png,1453,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0377.png,DAVID-sim/m1596437/Labels/Video_007/v007_0377.png,1467,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0417.png,DAVID-sim/m1596437/Labels/Video_007/v007_0417.png,873,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0396.png,DAVID-sim/m1596437/Labels/Video_007/v007_0396.png,1920,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0054.png,DAVID-sim/m1596437/Labels/Video_007/v007_0054.png,1417,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0382.png,DAVID-sim/m1596437/Labels/Video_007/v007_0382.png,1650,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0280.png,DAVID-sim/m1596437/Labels/Video_007/v007_0280.png,2281,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0360.png,DAVID-sim/m1596437/Labels/Video_007/v007_0360.png,1114,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0017.png,DAVID-sim/m1596437/Labels/Video_007/v007_0017.png,764,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0425.png,DAVID-sim/m1596437/Labels/Video_007/v007_0425.png,1027,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0009.png,DAVID-sim/m1596437/Labels/Video_007/v007_0009.png,783,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0392.png,DAVID-sim/m1596437/Labels/Video_007/v007_0392.png,1870,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0243.png,DAVID-sim/m1596437/Labels/Video_007/v007_0243.png,2262,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0148.png,DAVID-sim/m1596437/Labels/Video_007/v007_0148.png,1328,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0119.png,DAVID-sim/m1596437/Labels/Video_007/v007_0119.png,1665,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0193.png,DAVID-sim/m1596437/Labels/Video_007/v007_0193.png,1205,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0407.png,DAVID-sim/m1596437/Labels/Video_007/v007_0407.png,990,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0081.png,DAVID-sim/m1596437/Labels/Video_007/v007_0081.png,924,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0144.png,DAVID-sim/m1596437/Labels/Video_007/v007_0144.png,1368,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0240.png,DAVID-sim/m1596437/Labels/Video_007/v007_0240.png,2324,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0441.png,DAVID-sim/m1596437/Labels/Video_007/v007_0441.png,493,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0299.png,DAVID-sim/m1596437/Labels/Video_007/v007_0299.png,1429,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0403.png,DAVID-sim/m1596437/Labels/Video_007/v007_0403.png,943,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0353.png,DAVID-sim/m1596437/Labels/Video_007/v007_0353.png,1039,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0288.png,DAVID-sim/m1596437/Labels/Video_007/v007_0288.png,1501,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0438.png,DAVID-sim/m1596437/Labels/Video_007/v007_0438.png,484,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0101.png,DAVID-sim/m1596437/Labels/Video_007/v007_0101.png,812,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0211.png,DAVID-sim/m1596437/Labels/Video_007/v007_0211.png,1582,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0051.png,DAVID-sim/m1596437/Labels/Video_007/v007_0051.png,1337,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0181.png,DAVID-sim/m1596437/Labels/Video_007/v007_0181.png,1314,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0055.png,DAVID-sim/m1596437/Labels/Video_007/v007_0055.png,1382,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0028.png,DAVID-sim/m1596437/Labels/Video_007/v007_0028.png,758,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0084.png,DAVID-sim/m1596437/Labels/Video_007/v007_0084.png,868,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0313.png,DAVID-sim/m1596437/Labels/Video_007/v007_0313.png,1416,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0277.png,DAVID-sim/m1596437/Labels/Video_007/v007_0277.png,2106,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0094.png,DAVID-sim/m1596437/Labels/Video_007/v007_0094.png,740,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0253.png,DAVID-sim/m1596437/Labels/Video_007/v007_0253.png,1369,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0274.png,DAVID-sim/m1596437/Labels/Video_007/v007_0274.png,2094,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0261.png,DAVID-sim/m1596437/Labels/Video_007/v007_0261.png,1796,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0013.png,DAVID-sim/m1596437/Labels/Video_007/v007_0013.png,786,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0309.png,DAVID-sim/m1596437/Labels/Video_007/v007_0309.png,1433,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0390.png,DAVID-sim/m1596437/Labels/Video_007/v007_0390.png,1891,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0317.png,DAVID-sim/m1596437/Labels/Video_007/v007_0317.png,1559,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0412.png,DAVID-sim/m1596437/Labels/Video_007/v007_0412.png,1074,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0269.png,DAVID-sim/m1596437/Labels/Video_007/v007_0269.png,1966,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0229.png,DAVID-sim/m1596437/Labels/Video_007/v007_0229.png,1989,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0139.png,DAVID-sim/m1596437/Labels/Video_007/v007_0139.png,1484,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0332.png,DAVID-sim/m1596437/Labels/Video_007/v007_0332.png,2078,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0035.png,DAVID-sim/m1596437/Labels/Video_007/v007_0035.png,623,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0170.png,DAVID-sim/m1596437/Labels/Video_007/v007_0170.png,1244,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0138.png,DAVID-sim/m1596437/Labels/Video_007/v007_0138.png,1482,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0158.png,DAVID-sim/m1596437/Labels/Video_007/v007_0158.png,1214,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0423.png,DAVID-sim/m1596437/Labels/Video_007/v007_0423.png,990,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0080.png,DAVID-sim/m1596437/Labels/Video_007/v007_0080.png,946,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0204.png,DAVID-sim/m1596437/Labels/Video_007/v007_0204.png,1480,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0385.png,DAVID-sim/m1596437/Labels/Video_007/v007_0385.png,1699,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0111.png,DAVID-sim/m1596437/Labels/Video_007/v007_0111.png,972,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0155.png,DAVID-sim/m1596437/Labels/Video_007/v007_0155.png,1281,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0203.png,DAVID-sim/m1596437/Labels/Video_007/v007_0203.png,1285,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0103.png,DAVID-sim/m1596437/Labels/Video_007/v007_0103.png,816,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0174.png,DAVID-sim/m1596437/Labels/Video_007/v007_0174.png,1178,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0090.png,DAVID-sim/m1596437/Labels/Video_007/v007_0090.png,724,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0351.png,DAVID-sim/m1596437/Labels/Video_007/v007_0351.png,1020,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0305.png,DAVID-sim/m1596437/Labels/Video_007/v007_0305.png,1461,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0032.png,DAVID-sim/m1596437/Labels/Video_007/v007_0032.png,682,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0130.png,DAVID-sim/m1596437/Labels/Video_007/v007_0130.png,1520,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0151.png,DAVID-sim/m1596437/Labels/Video_007/v007_0151.png,1317,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0018.png,DAVID-sim/m1596437/Labels/Video_007/v007_0018.png,774,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0250.png,DAVID-sim/m1596437/Labels/Video_007/v007_0250.png,1284,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0060.png,DAVID-sim/m1596437/Labels/Video_007/v007_0060.png,1237,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0027.png,DAVID-sim/m1596437/Labels/Video_007/v007_0027.png,776,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0328.png,DAVID-sim/m1596437/Labels/Video_007/v007_0328.png,1943,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0284.png,DAVID-sim/m1596437/Labels/Video_007/v007_0284.png,2559,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0300.png,DAVID-sim/m1596437/Labels/Video_007/v007_0300.png,1420,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0341.png,DAVID-sim/m1596437/Labels/Video_007/v007_0341.png,3545,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0167.png,DAVID-sim/m1596437/Labels/Video_007/v007_0167.png,1184,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0173.png,DAVID-sim/m1596437/Labels/Video_007/v007_0173.png,1117,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0034.png,DAVID-sim/m1596437/Labels/Video_007/v007_0034.png,700,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0357.png,DAVID-sim/m1596437/Labels/Video_007/v007_0357.png,1085,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0239.png,DAVID-sim/m1596437/Labels/Video_007/v007_0239.png,2309,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0293.png,DAVID-sim/m1596437/Labels/Video_007/v007_0293.png,1420,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0030.png,DAVID-sim/m1596437/Labels/Video_007/v007_0030.png,715,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0041.png,DAVID-sim/m1596437/Labels/Video_007/v007_0041.png,862,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0185.png,DAVID-sim/m1596437/Labels/Video_007/v007_0185.png,1303,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0179.png,DAVID-sim/m1596437/Labels/Video_007/v007_0179.png,1162,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0213.png,DAVID-sim/m1596437/Labels/Video_007/v007_0213.png,1556,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0304.png,DAVID-sim/m1596437/Labels/Video_007/v007_0304.png,1438,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0097.png,DAVID-sim/m1596437/Labels/Video_007/v007_0097.png,737,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0245.png,DAVID-sim/m1596437/Labels/Video_007/v007_0245.png,1617,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0044.png,DAVID-sim/m1596437/Labels/Video_007/v007_0044.png,1385,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0381.png,DAVID-sim/m1596437/Labels/Video_007/v007_0381.png,1503,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0365.png,DAVID-sim/m1596437/Labels/Video_007/v007_0365.png,1185,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0391.png,DAVID-sim/m1596437/Labels/Video_007/v007_0391.png,1805,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0082.png,DAVID-sim/m1596437/Labels/Video_007/v007_0082.png,916,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0355.png,DAVID-sim/m1596437/Labels/Video_007/v007_0355.png,1043,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0227.png,DAVID-sim/m1596437/Labels/Video_007/v007_0227.png,1908,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0136.png,DAVID-sim/m1596437/Labels/Video_007/v007_0136.png,1480,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0318.png,DAVID-sim/m1596437/Labels/Video_007/v007_0318.png,1615,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0194.png,DAVID-sim/m1596437/Labels/Video_007/v007_0194.png,1301,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0361.png,DAVID-sim/m1596437/Labels/Video_007/v007_0361.png,1108,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0190.png,DAVID-sim/m1596437/Labels/Video_007/v007_0190.png,1327,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0159.png,DAVID-sim/m1596437/Labels/Video_007/v007_0159.png,1144,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0039.png,DAVID-sim/m1596437/Labels/Video_007/v007_0039.png,604,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0169.png,DAVID-sim/m1596437/Labels/Video_007/v007_0169.png,1181,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0006.png,DAVID-sim/m1596437/Labels/Video_007/v007_0006.png,818,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0137.png,DAVID-sim/m1596437/Labels/Video_007/v007_0137.png,1474,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0183.png,DAVID-sim/m1596437/Labels/Video_007/v007_0183.png,1242,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0434.png,DAVID-sim/m1596437/Labels/Video_007/v007_0434.png,473,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0121.png,DAVID-sim/m1596437/Labels/Video_007/v007_0121.png,1655,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0196.png,DAVID-sim/m1596437/Labels/Video_007/v007_0196.png,1336,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0172.png,DAVID-sim/m1596437/Labels/Video_007/v007_0172.png,1206,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0037.png,DAVID-sim/m1596437/Labels/Video_007/v007_0037.png,579,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0073.png,DAVID-sim/m1596437/Labels/Video_007/v007_0073.png,1026,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0078.png,DAVID-sim/m1596437/Labels/Video_007/v007_0078.png,938,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0021.png,DAVID-sim/m1596437/Labels/Video_007/v007_0021.png,789,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0224.png,DAVID-sim/m1596437/Labels/Video_007/v007_0224.png,1890,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0088.png,DAVID-sim/m1596437/Labels/Video_007/v007_0088.png,789,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0334.png,DAVID-sim/m1596437/Labels/Video_007/v007_0334.png,2276,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0406.png,DAVID-sim/m1596437/Labels/Video_007/v007_0406.png,1002,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0410.png,DAVID-sim/m1596437/Labels/Video_007/v007_0410.png,998,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0350.png,DAVID-sim/m1596437/Labels/Video_007/v007_0350.png,1018,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0132.png,DAVID-sim/m1596437/Labels/Video_007/v007_0132.png,1538,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0291.png,DAVID-sim/m1596437/Labels/Video_007/v007_0291.png,1455,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0024.png,DAVID-sim/m1596437/Labels/Video_007/v007_0024.png,797,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0207.png,DAVID-sim/m1596437/Labels/Video_007/v007_0207.png,1448,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0166.png,DAVID-sim/m1596437/Labels/Video_007/v007_0166.png,1188,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0388.png,DAVID-sim/m1596437/Labels/Video_007/v007_0388.png,1801,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0415.png,DAVID-sim/m1596437/Labels/Video_007/v007_0415.png,894,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0221.png,DAVID-sim/m1596437/Labels/Video_007/v007_0221.png,1849,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0364.png,DAVID-sim/m1596437/Labels/Video_007/v007_0364.png,1170,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0314.png,DAVID-sim/m1596437/Labels/Video_007/v007_0314.png,1466,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0344.png,DAVID-sim/m1596437/Labels/Video_007/v007_0344.png,5048,High
DAVID-sim/m1596437/Labels/Video_007,v007_0394.png,DAVID-sim/m1596437/Labels/Video_007/v007_0394.png,1906,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0442.png,DAVID-sim/m1596437/Labels/Video_007/v007_0442.png,479,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0089.png,DAVID-sim/m1596437/Labels/Video_007/v007_0089.png,778,Low
DAVID-sim/m1596437/Labels/Video_007,v007_0384.png,DAVID-sim/m1596437/Labels/Video_007/v007_0384.png,1709,Medium
DAVID-sim/m1596437/Labels/Video_007,v007_0066.png,DAVID-sim/m1596437/Labels/Video_007/v007_0066.png,1181,Medium
